Time,Semester Break,Exam,Holiday,Tickets,Weekday,Month
8/1/2018,0,0,0,21,0,8
8/2/2018,0,0,0,17,0,8
8/3/2018,0,0,0,7,0,8
8/4/2018,0,0,0,1,1,8
8/5/2018,0,0,0,0,1,8
8/6/2018,0,0,0,27,0,8
8/7/2018,0,0,0,7,0,8
8/8/2018,0,0,0,17,0,8
8/9/2018,0,0,0,26,0,8
8/10/2018,0,0,0,29,0,8
8/11/2018,0,0,0,0,1,8
8/12/2018,0,0,0,1,1,8
8/13/2018,0,1,0,45,0,8
8/14/2018,0,1,0,35,0,8
8/15/2018,1,0,0,39,0,8
8/16/2018,1,0,0,24,0,8
8/17/2018,1,0,0,35,0,8
8/18/2018,1,0,0,2,1,8
8/19/2018,1,0,0,3,1,8
8/20/2018,1,0,0,51,0,8
8/21/2018,1,0,0,52,0,8
8/22/2018,0,0,0,38,0,8
8/23/2018,0,0,0,28,0,8
8/24/2018,0,0,0,33,0,8
8/25/2018,0,0,0,0,1,8
8/26/2018,0,0,0,1,1,8
8/27/2018,0,0,0,24,0,8
8/28/2018,0,0,0,18,0,8
8/29/2018,0,0,0,19,0,8
8/30/2018,0,0,0,15,0,8
8/31/2018,0,0,0,87,0,8
9/1/2018,0,0,0,0,1,9
9/2/2018,0,0,0,0,1,9
9/3/2018,0,0,1,0,0,9
9/4/2018,0,0,0,50,0,9
9/5/2018,0,0,0,75,0,9
9/6/2018,0,0,0,55,0,9
9/7/2018,0,0,0,28,0,9
9/8/2018,0,0,0,0,1,9
9/9/2018,0,0,0,0,1,9
9/10/2018,0,0,0,34,0,9
9/11/2018,0,0,0,19,0,9
9/12/2018,0,0,0,36,0,9
9/13/2018,0,0,0,40,0,9
9/14/2018,0,0,0,7,0,9
9/15/2018,0,0,0,0,1,9
9/16/2018,0,0,0,0,1,9
9/17/2018,0,0,0,70,0,9
9/18/2018,0,0,0,48,0,9
9/19/2018,0,0,0,16,0,9
9/20/2018,0,0,0,31,0,9
9/21/2018,0,0,0,27,0,9
9/22/2018,0,0,0,0,1,9
9/23/2018,0,0,0,1,1,9
9/24/2018,0,0,0,12,0,9
9/25/2018,0,0,0,19,0,9
9/26/2018,0,0,0,8,0,9
9/27/2018,0,0,0,0,0,9
9/28/2018,0,0,0,2,0,9
9/29/2018,0,0,0,0,1,9
9/30/2018,0,0,0,1,1,9
10/1/2018,0,0,0,49,0,10
10/2/2018,0,0,0,18,0,10
10/3/2018,0,0,0,192,0,10
10/4/2018,0,0,0,29,0,10
10/5/2018,0,0,0,36,0,10
10/6/2018,0,0,0,4,1,10
10/7/2018,0,0,0,0,1,10
10/8/2018,0,0,0,40,0,10
10/9/2018,0,0,0,44,0,10
10/10/2018,0,0,0,66,0,10
10/11/2018,0,0,0,63,0,10
10/12/2018,0,0,0,25,0,10
10/13/2018,0,0,0,2,1,10
10/14/2018,0,0,0,14,1,10
10/15/2018,0,0,0,8,0,10
10/16/2018,0,0,0,33,0,10
10/17/2018,0,0,0,9,0,10
10/18/2018,0,0,0,13,0,10
10/19/2018,0,0,0,36,0,10
10/20/2018,0,0,0,0,1,10
10/21/2018,0,0,0,80,1,10
10/22/2018,0,0,0,4,0,10
10/23/2018,0,0,0,24,0,10
10/24/2018,0,0,0,13,0,10
10/25/2018,0,0,0,56,0,10
10/26/2018,0,0,0,25,0,10
10/27/2018,0,0,0,1,1,10
10/28/2018,0,0,0,1,1,10
10/29/2018,0,0,0,13,0,10
10/30/2018,0,0,0,32,0,10
10/31/2018,0,0,0,30,0,10
11/1/2018,0,0,0,20,0,11
11/2/2018,0,0,0,7,0,11
11/3/2018,0,0,0,9,1,11
11/4/2018,0,0,0,2,1,11
11/5/2018,0,0,0,3,0,11
11/6/2018,0,0,0,11,0,11
11/7/2018,0,0,0,17,0,11
11/8/2018,0,0,0,4,0,11
11/9/2018,0,0,0,39,0,11
11/10/2018,0,0,0,6,1,11
11/11/2018,0,0,0,0,1,11
11/12/2018,0,0,0,27,0,11
11/13/2018,0,0,0,33,0,11
11/14/2018,0,0,0,14,0,11
11/15/2018,0,0,0,4,0,11
11/16/2018,0,0,0,20,0,11
11/17/2018,0,0,0,0,1,11
11/18/2018,0,0,0,5,1,11
11/19/2018,0,0,0,20,0,11
11/20/2018,0,0,0,17,0,11
11/21/2018,0,0,1,4,0,11
11/22/2018,0,0,1,0,0,11
11/23/2018,0,0,1,3,0,11
11/24/2018,0,0,0,1,1,11
11/25/2018,0,0,0,11,1,11
11/26/2018,0,0,0,53,0,11
11/27/2018,0,0,0,6,0,11
11/28/2018,0,0,0,21,0,11
11/29/2018,0,0,0,5,0,11
11/30/2018,0,0,0,17,0,11
12/1/2018,0,0,0,0,1,12
12/2/2018,0,0,0,19,1,12
12/3/2018,0,0,0,5,0,12
12/4/2018,0,0,0,46,0,12
12/5/2018,0,0,0,56,0,12
12/6/2018,0,1,0,30,0,12
12/7/2018,0,1,0,8,0,12
12/8/2018,0,1,0,0,1,12
12/9/2018,0,1,0,0,1,12
12/10/2018,0,1,0,33,0,12
12/11/2018,0,1,0,15,0,12
12/12/2018,0,1,0,22,0,12
12/13/2018,1,0,0,4,0,12
12/14/2018,1,0,0,1,0,12
12/15/2018,1,0,0,1,1,12
12/16/2018,1,0,0,3,1,12
12/17/2018,1,0,0,17,0,12
12/18/2018,1,0,0,12,0,12
12/19/2018,1,0,0,36,0,12
12/20/2018,1,0,0,11,0,12
12/21/2018,1,0,0,19,0,12
12/22/2018,1,0,0,0,1,12
12/23/2018,1,0,0,9,1,12
12/24/2018,1,0,0,0,0,12
12/25/2018,1,0,0,0,0,12
12/26/2018,1,0,0,0,0,12
12/27/2018,1,0,0,0,0,12
12/28/2018,1,0,0,0,0,12
12/29/2018,1,0,0,0,1,12
12/30/2018,1,0,0,0,1,12
12/31/2018,1,0,0,0,0,12
1/1/2019,1,0,1,0,0,1
1/2/2019,1,0,0,19,0,1
1/3/2019,1,0,0,12,0,1
1/4/2019,1,0,0,35,0,1
1/5/2019,1,0,0,15,1,1
1/6/2019,1,0,0,0,1,1
1/7/2019,1,0,0,6,0,1
1/8/2019,1,0,0,29,0,1
1/9/2019,1,0,0,46,0,1
1/10/2019,1,0,0,37,0,1
1/11/2019,1,0,0,33,0,1
1/12/2019,1,0,0,0,1,1
1/13/2019,1,0,0,6,1,1
1/14/2019,0,0,0,10,0,1
1/15/2019,0,0,0,29,0,1
1/16/2019,0,0,0,22,0,1
1/17/2019,0,0,0,66,0,1
1/18/2019,0,0,0,40,0,1
1/19/2019,0,0,0,0,1,1
1/20/2019,0,0,0,1,1,1
1/21/2019,0,0,1,2,0,1
1/22/2019,0,0,0,15,0,1
1/23/2019,0,0,0,33,0,1
1/24/2019,0,0,0,32,0,1
1/25/2019,0,0,0,32,0,1
1/26/2019,0,0,0,0,1,1
1/27/2019,0,0,0,3,1,1
1/28/2019,0,0,0,84,0,1
1/29/2019,0,0,0,49,0,1
1/30/2019,0,0,0,55,0,1
1/31/2019,0,0,0,46,0,1
2/1/2019,0,0,0,26,0,2
2/2/2019,0,0,0,0,1,2
2/3/2019,0,0,0,1,1,2
2/4/2019,0,0,0,71,0,2
2/5/2019,0,0,0,43,0,2
2/6/2019,0,0,0,71,0,2
2/7/2019,0,0,0,166,0,2
2/8/2019,0,0,0,68,0,2
2/9/2019,0,0,0,1,1,2
2/10/2019,0,0,0,8,1,2
2/11/2019,0,0,0,142,0,2
2/12/2019,0,0,0,72,0,2
2/13/2019,0,0,0,55,0,2
2/14/2019,0,0,0,96,0,2
2/15/2019,0,0,0,111,0,2
2/16/2019,0,0,0,2,1,2
2/17/2019,0,0,0,3,1,2
2/18/2019,0,0,0,44,0,2
2/19/2019,0,0,0,51,0,2
2/20/2019,0,0,0,32,0,2
2/21/2019,0,0,0,38,0,2
2/22/2019,0,0,0,56,0,2
2/23/2019,0,0,0,16,1,2
2/24/2019,0,0,0,7,1,2
2/25/2019,0,0,0,21,0,2
2/26/2019,0,0,0,56,0,2
2/27/2019,0,0,0,49,0,2
2/28/2019,0,0,0,38,0,2
3/1/2019,0,0,0,4,0,3
3/2/2019,0,0,0,0,1,3
3/3/2019,0,0,0,1,1,3
3/4/2019,0,0,0,26,0,3
3/5/2019,0,0,0,38,0,3
3/6/2019,0,0,0,23,0,3
3/7/2019,0,0,0,36,0,3
3/8/2019,0,0,0,457,0,3
3/9/2019,0,0,0,1,1,3
3/10/2019,0,0,0,2,1,3
3/11/2019,0,0,0,60,0,3
3/12/2019,0,0,0,34,0,3
3/13/2019,0,0,0,47,0,3
3/14/2019,0,0,0,62,0,3
3/15/2019,0,0,0,14,0,3
3/16/2019,0,0,0,0,1,3
3/17/2019,0,0,0,1,1,3
3/18/2019,0,0,0,30,0,3
3/19/2019,0,0,0,49,0,3
3/20/2019,0,0,0,29,0,3
3/21/2019,0,0,0,58,0,3
3/22/2019,0,0,0,11,0,3
3/23/2019,0,0,0,0,1,3
3/24/2019,0,0,0,1,1,3
3/25/2019,0,0,0,104,0,3
3/26/2019,0,0,0,36,0,3
3/27/2019,0,0,0,52,0,3
3/28/2019,0,0,0,24,0,3
3/29/2019,0,0,0,51,0,3
3/30/2019,0,0,0,1,1,3
3/31/2019,0,0,0,2,1,3
4/1/2019,0,0,0,71,0,4
4/2/2019,0,0,0,22,0,4
4/3/2019,0,0,0,44,0,4
4/4/2019,0,0,0,44,0,4
4/5/2019,0,0,0,23,0,4
4/6/2019,0,0,0,2,1,4
4/7/2019,0,0,0,1,1,4
4/8/2019,0,0,0,49,0,4
4/9/2019,0,0,0,45,0,4
4/10/2019,0,0,0,67,0,4
4/11/2019,0,0,0,19,0,4
4/12/2019,0,0,0,42,0,4
4/13/2019,0,0,0,0,1,4
4/14/2019,0,0,0,0,1,4
4/15/2019,0,0,0,68,0,4
4/16/2019,0,0,0,26,0,4
4/17/2019,0,0,0,38,0,4
4/18/2019,0,0,0,106,0,4
4/19/2019,0,0,0,80,0,4
4/20/2019,0,0,0,1,1,4
4/21/2019,0,0,0,2,1,4
4/22/2019,0,0,0,65,0,4
4/23/2019,0,0,0,32,0,4
4/24/2019,0,0,0,45,0,4
4/25/2019,0,0,0,38,0,4
4/26/2019,0,0,0,49,0,4
4/27/2019,0,0,0,0,1,4
4/28/2019,0,0,0,2,1,4
4/29/2019,0,0,0,54,0,4
4/30/2019,0,0,0,36,0,4
5/1/2019,0,0,0,42,0,5
5/2/2019,0,0,0,41,0,5
5/3/2019,0,0,0,13,0,5
5/4/2019,0,1,0,1,1,5
5/5/2019,0,1,0,1,1,5
5/6/2019,0,1,0,13,0,5
5/7/2019,0,1,0,10,0,5
5/8/2019,0,1,0,47,0,5
5/9/2019,0,1,0,13,0,5
5/10/2019,0,1,0,6,0,5
5/11/2019,1,0,0,0,1,5
5/12/2019,1,0,0,0,1,5
5/13/2019,0,0,0,16,0,5
5/14/2019,0,0,0,31,0,5
5/15/2019,0,0,0,35,0,5
5/16/2019,0,0,0,11,0,5
5/17/2019,0,0,0,31,0,5
5/18/2019,0,0,0,0,1,5
5/19/2019,0,0,0,1,1,5
5/20/2019,0,0,0,11,0,5
5/21/2019,0,0,0,47,0,5
5/22/2019,0,0,0,8,0,5
5/23/2019,0,0,0,5,0,5
5/24/2019,0,0,0,12,0,5
5/25/2019,0,0,0,0,1,5
5/26/2019,0,0,0,6,1,5
5/27/2019,0,0,1,0,0,5
5/28/2019,0,0,0,2,0,5
5/29/2019,0,0,0,13,0,5
5/30/2019,0,0,0,9,0,5
5/31/2019,0,0,0,1,0,5
6/1/2019,0,0,0,0,1,6
6/2/2019,0,0,0,0,1,6
6/3/2019,0,0,0,13,0,6
6/4/2019,0,0,0,15,0,6
6/5/2019,0,0,0,16,0,6
6/6/2019,0,0,0,11,0,6
6/7/2019,0,0,0,7,0,6
6/8/2019,0,0,0,0,1,6
6/9/2019,0,0,0,0,1,6
6/10/2019,0,0,0,12,0,6
6/11/2019,0,0,0,71,0,6
6/12/2019,0,0,0,13,0,6
6/13/2019,0,0,0,7,0,6
6/14/2019,0,0,0,7,0,6
6/15/2019,0,0,0,5,1,6
6/16/2019,0,0,0,1,1,6
6/17/2019,0,0,0,42,0,6
6/18/2019,0,0,0,20,0,6
6/19/2019,0,0,0,37,0,6
6/20/2019,0,0,0,16,0,6
6/21/2019,0,0,0,13,0,6
6/22/2019,0,0,0,7,1,6
6/23/2019,0,0,0,3,1,6
6/24/2019,0,0,0,18,0,6
6/25/2019,0,0,0,45,0,6
6/26/2019,0,0,0,5,0,6
6/27/2019,0,0,0,13,0,6
6/28/2019,0,0,0,39,0,6
6/29/2019,0,0,0,1,1,6
6/30/2019,0,0,0,1,1,6
7/1/2019,0,0,0,18,0,7
7/2/2019,0,0,0,11,0,7
7/3/2019,0,0,0,8,0,7
7/4/2019,0,0,1,0,0,7
7/5/2019,0,0,0,5,0,7
7/6/2019,0,0,0,0,1,7
7/7/2019,0,0,0,0,1,7
7/8/2019,0,0,0,7,0,7
7/9/2019,0,0,0,8,0,7
7/10/2019,0,0,0,19,0,7
7/11/2019,0,0,0,18,0,7
7/12/2019,0,0,0,4,0,7
7/13/2019,0,0,0,0,1,7
7/14/2019,0,0,0,1,1,7
7/15/2019,0,0,0,15,0,7
7/16/2019,0,0,0,16,0,7
7/17/2019,0,0,0,17,0,7
7/18/2019,0,0,0,8,0,7
7/19/2019,0,0,0,27,0,7
7/20/2019,0,0,0,12,1,7
7/21/2019,0,0,0,1,1,7
7/22/2019,0,0,0,15,0,7
7/23/2019,0,0,0,28,0,7
7/24/2019,0,0,0,19,0,7
7/25/2019,0,0,0,18,0,7
7/26/2019,0,0,0,21,0,7
7/27/2019,0,0,0,0,1,7
7/28/2019,0,0,0,0,1,7
7/29/2019,0,0,0,15,0,7
7/30/2019,0,0,0,41,0,7
7/31/2019,0,0,0,12,0,7
8/1/2019,0,0,0,6,0,8
8/2/2019,0,0,0,12,0,8
8/3/2019,0,0,0,1,1,8
8/4/2019,0,0,0,0,1,8
8/5/2019,0,0,0,18,0,8
8/6/2019,0,0,0,33,0,8
8/7/2019,0,0,0,12,0,8
8/8/2019,0,0,0,19,0,8
8/9/2019,0,0,0,7,0,8
8/10/2019,0,0,0,1,1,8
8/11/2019,0,0,0,0,1,8
8/12/2019,0,1,0,16,0,8
8/13/2019,0,1,0,7,0,8
8/14/2019,1,0,0,10,0,8
8/15/2019,1,0,0,9,0,8
8/16/2019,1,0,0,1,0,8
8/17/2019,1,0,0,0,1,8
8/18/2019,1,0,0,1,1,8
8/19/2019,1,0,0,10,0,8
8/20/2019,1,0,0,3,0,8
8/21/2019,0,0,0,11,0,8
8/22/2019,0,0,0,41,0,8
8/23/2019,0,0,0,91,0,8
8/24/2019,0,0,0,2,1,8
8/25/2019,0,0,0,1,1,8
8/26/2019,0,0,0,32,0,8
8/27/2019,0,0,0,111,0,8
8/28/2019,0,0,0,79,0,8
8/29/2019,0,0,0,56,0,8
8/30/2019,0,0,0,56,0,8
8/31/2019,0,0,0,4,1,8
9/1/2019,0,0,0,4,1,9
9/2/2019,0,0,1,3,0,9
9/3/2019,0,0,0,72,0,9
9/4/2019,0,0,0,76,0,9
9/5/2019,0,0,0,26,0,9
9/6/2019,0,0,0,46,0,9
9/7/2019,0,0,0,1,1,9
9/8/2019,0,0,0,6,1,9
9/9/2019,0,0,0,40,0,9
9/10/2019,0,0,0,22,0,9
9/11/2019,0,0,0,47,0,9
9/12/2019,0,0,0,51,0,9
9/13/2019,0,0,0,10,0,9
9/14/2019,0,0,0,0,1,9
9/15/2019,0,0,0,0,1,9
9/16/2019,0,0,0,27,0,9
9/17/2019,0,0,0,29,0,9
9/18/2019,0,0,0,25,0,9
9/19/2019,0,0,0,18,0,9
9/20/2019,0,0,0,32,0,9
9/21/2019,0,0,0,0,1,9
9/22/2019,0,0,0,0,1,9
9/23/2019,0,0,0,17,0,9
9/24/2019,0,0,0,26,0,9
9/25/2019,0,0,0,13,0,9
9/26/2019,0,0,0,18,0,9
9/27/2019,0,0,0,1,0,9
9/28/2019,0,0,0,1,1,9
9/29/2019,0,0,0,7,1,9
9/30/2019,0,0,0,27,0,9
10/1/2019,0,0,0,43,0,10
10/2/2019,0,0,0,68,0,10
10/3/2019,0,0,0,41,0,10
10/4/2019,0,0,0,23,0,10
10/5/2019,0,0,0,0,1,10
10/6/2019,0,0,0,0,1,10
10/7/2019,0,0,0,18,0,10
10/8/2019,0,0,0,37,0,10
10/9/2019,0,0,0,32,0,10
10/10/2019,0,0,0,54,0,10
10/11/2019,0,0,0,46,0,10
10/12/2019,0,0,0,0,1,10
10/13/2019,0,0,0,4,1,10
10/14/2019,0,0,0,29,0,10
10/15/2019,0,0,0,23,0,10
10/16/2019,0,0,0,16,0,10
10/17/2019,0,0,0,17,0,10
10/18/2019,0,0,0,17,0,10
10/19/2019,0,0,0,0,1,10
10/20/2019,0,0,0,0,1,10
10/21/2019,0,0,0,33,0,10
10/22/2019,0,0,0,22,0,10
10/23/2019,0,0,0,74,0,10
10/24/2019,0,0,0,6,0,10
10/25/2019,0,0,0,100,0,10
10/26/2019,0,0,0,13,1,10
10/27/2019,0,0,0,3,1,10
10/28/2019,0,0,0,51,0,10
10/29/2019,0,0,0,29,0,10
10/30/2019,0,0,0,55,0,10
10/31/2019,0,0,0,43,0,10
11/1/2019,0,0,0,27,0,11
11/2/2019,0,0,0,1,1,11
11/3/2019,0,0,0,0,1,11
11/4/2019,0,0,0,28,0,11
11/5/2019,0,0,0,20,0,11
11/6/2019,0,0,0,38,0,11
11/7/2019,0,0,0,22,0,11
11/8/2019,0,0,0,13,0,11
11/9/2019,0,0,0,63,1,11
11/10/2019,0,0,0,1,1,11
11/11/2019,0,0,0,30,0,11
11/12/2019,0,0,0,41,0,11
11/13/2019,0,0,0,80,0,11
11/14/2019,0,0,0,59,0,11
11/15/2019,0,0,0,16,0,11
11/16/2019,0,0,0,3,1,11
11/17/2019,0,0,0,1,1,11
11/18/2019,0,0,0,45,0,11
11/19/2019,0,0,0,27,0,11
11/20/2019,0,0,0,87,0,11
11/21/2019,0,0,0,80,0,11
11/22/2019,0,0,0,32,0,11
11/23/2019,0,0,0,0,1,11
11/24/2019,0,0,0,5,1,11
11/25/2019,0,0,0,94,0,11
11/26/2019,0,0,0,33,0,11
11/27/2019,0,0,1,7,0,11
11/28/2019,0,0,1,0,0,11
11/29/2019,0,0,1,1,0,11
11/30/2019,0,0,0,0,1,11
12/1/2019,0,0,0,3,1,12
12/2/2019,0,0,0,19,0,12
12/3/2019,0,0,0,18,0,12
12/4/2019,0,0,0,61,0,12
12/5/2019,0,1,0,2,0,12
12/6/2019,0,1,0,17,0,12
12/7/2019,0,1,0,1,1,12
12/8/2019,0,1,0,0,1,12
12/9/2019,0,1,0,9,0,12
12/10/2019,0,1,0,13,0,12
12/11/2019,0,1,0,41,0,12
12/12/2019,1,0,0,13,0,12
12/13/2019,1,0,0,4,0,12
12/14/2019,1,0,0,0,1,12
12/15/2019,1,0,0,0,1,12
12/16/2019,1,0,0,5,0,12
12/17/2019,1,0,0,19,0,12
12/18/2019,1,0,0,22,0,12
12/19/2019,1,0,0,17,0,12
12/20/2019,1,0,0,42,0,12
12/21/2019,1,0,0,0,1,12
12/22/2019,1,0,0,0,1,12
12/23/2019,1,0,0,1,0,12
12/24/2019,1,0,0,0,0,12
12/25/2019,1,0,0,0,0,12
12/26/2019,1,0,0,0,0,12
12/27/2019,1,0,0,0,0,12
12/28/2019,1,0,0,0,1,12
12/29/2019,1,0,0,0,1,12
12/30/2019,1,0,0,0,0,12
12/31/2019,1,0,0,0,0,12
1/1/2020,1,0,1,0,0,1
1/2/2020,1,0,0,8,0,1
1/3/2020,1,0,0,7,0,1
1/4/2020,1,0,0,0,1,1
1/5/2020,1,0,0,0,1,1
1/6/2020,1,0,0,24,0,1
1/7/2020,1,0,0,27,0,1
1/8/2020,1,0,0,31,0,1
1/9/2020,1,0,0,8,0,1
1/10/2020,1,0,0,20,0,1
1/11/2020,1,0,0,0,1,1
1/12/2020,1,0,0,1,1,1
1/13/2020,1,0,0,22,0,1
1/14/2020,1,0,0,39,0,1
1/15/2020,1,0,0,25,0,1
1/16/2020,1,0,0,18,0,1
1/17/2020,1,0,0,13,0,1
1/18/2020,1,0,0,0,1,1
1/19/2020,1,0,0,2,1,1
1/20/2020,1,0,1,0,0,1
1/21/2020,0,0,0,32,0,1
1/22/2020,0,0,0,86,0,1
1/23/2020,0,0,0,80,0,1
1/24/2020,0,0,0,31,0,1
1/25/2020,0,0,0,1,1,1
1/26/2020,0,0,0,0,1,1
1/27/2020,0,0,0,57,0,1
1/28/2020,0,0,0,66,0,1
1/29/2020,0,0,0,36,0,1
1/30/2020,0,0,0,37,0,1
1/31/2020,0,0,0,24,0,1
2/1/2020,0,0,0,3,1,2
2/2/2020,0,0,0,0,1,2
2/3/2020,0,0,0,18,0,2
2/4/2020,0,0,0,49,0,2
2/5/2020,0,0,0,28,0,2
2/6/2020,0,0,0,22,0,2
2/7/2020,0,0,0,25,0,2
2/8/2020,0,0,0,1,1,2
2/9/2020,0,0,0,0,1,2
2/10/2020,0,0,0,24,0,2
2/11/2020,0,0,0,29,0,2
2/12/2020,0,0,0,34,0,2
2/13/2020,0,0,0,34,0,2
2/14/2020,0,0,0,18,0,2
2/15/2020,0,0,0,19,1,2
2/16/2020,0,0,0,1,1,2
2/17/2020,0,0,0,24,0,2
2/18/2020,0,0,0,40,0,2
2/19/2020,0,0,0,38,0,2
2/20/2020,0,0,0,28,0,2
2/21/2020,0,0,0,27,0,2
2/22/2020,0,0,0,2,1,2
2/23/2020,0,0,0,0,1,2
2/24/2020,0,0,0,26,0,2
2/25/2020,0,0,0,17,0,2
2/26/2020,0,0,0,32,0,2
2/27/2020,0,0,0,18,0,2
2/28/2020,0,0,0,47,0,2
2/29/2020,0,0,0,3,1,2
3/1/2020,0,0,0,1,1,3
3/2/2020,0,0,0,39,0,3
3/3/2020,0,0,0,38,0,3
3/4/2020,0,0,0,38,0,3
3/5/2020,0,0,0,127,0,3
3/6/2020,0,0,0,85,0,3
3/7/2020,0,0,0,12,1,3
3/8/2020,0,0,0,0,1,3
3/9/2020,0,0,0,27,0,3
3/10/2020,0,0,0,10,0,3
3/11/2020,0,0,0,41,0,3
3/12/2020,0,0,0,20,0,3
3/13/2020,0,0,0,30,0,3
3/14/2020,0,0,0,1,1,3
3/15/2020,0,0,0,3,1,3
3/16/2020,0,0,0,10,0,3
3/17/2020,0,0,0,1,0,3
3/18/2020,0,0,0,1,0,3
3/19/2020,0,0,0,2,0,3
3/20/2020,0,0,0,0,0,3
3/21/2020,0,0,0,0,1,3
3/22/2020,0,0,0,0,1,3
3/23/2020,0,0,0,0,0,3
3/24/2020,0,0,0,0,0,3
3/25/2020,0,0,0,0,0,3
3/26/2020,0,0,0,0,0,3
3/27/2020,0,0,0,0,0,3
3/28/2020,0,0,0,0,1,3
3/29/2020,0,0,0,0,1,3
3/30/2020,0,0,0,0,0,3
3/31/2020,0,0,0,0,0,3
4/1/2020,0,0,0,0,0,4
4/2/2020,0,0,0,0,0,4
4/3/2020,0,0,0,0,0,4
4/4/2020,0,0,0,0,1,4
4/5/2020,0,0,0,0,1,4
4/6/2020,0,0,0,0,0,4
4/7/2020,0,0,0,0,0,4
4/8/2020,0,0,0,0,0,4
4/9/2020,0,0,0,0,0,4
4/10/2020,0,0,0,0,0,4
4/11/2020,0,0,0,0,1,4
4/12/2020,0,0,0,0,1,4
4/13/2020,0,0,0,0,0,4
4/14/2020,0,0,0,0,0,4
4/15/2020,0,0,0,0,0,4
4/16/2020,0,0,0,0,0,4
4/17/2020,0,0,0,0,0,4
4/18/2020,0,0,0,0,1,4
4/19/2020,0,0,0,0,1,4
4/20/2020,0,0,0,0,0,4
4/21/2020,0,0,0,0,0,4
4/22/2020,0,0,0,0,0,4
4/23/2020,0,0,0,0,0,4
4/24/2020,0,0,0,0,0,4
4/25/2020,0,0,0,0,1,4
4/26/2020,0,0,0,0,1,4
4/27/2020,0,0,0,0,0,4
4/28/2020,0,0,0,0,0,4
4/29/2020,0,0,0,0,0,4
4/30/2020,0,0,0,0,0,4
5/1/2020,0,0,0,0,0,5
5/2/2020,0,0,0,0,1,5
