Time,Exam,Holiday,Semester,Issued Amount
5/9/22,1,0,13,1460
5/10/22,1,0,13,705
5/11/22,1,0,13,0
5/12/22,0,0,1,0
5/13/22,0,0,1,0
5/14/22,0,0,1,0
5/15/22,0,0,1,0
5/16/22,0,0,14,40
5/17/22,0,0,14,4910
5/18/22,0,0,14,6660
5/19/22,0,0,14,4460
5/20/22,0,0,14,1645
5/21/22,0,0,14,0
5/22/22,0,0,14,0
5/23/22,0,0,14,560
5/24/22,0,0,14,1365
5/25/22,0,0,14,525
5/26/22,0,0,14,135
5/27/22,0,0,14,440
5/28/22,0,0,14,0
5/29/22,0,0,14,0
5/30/22,0,1,14,0
5/31/22,0,0,14,2180
6/1/22,0,0,14,1665
6/2/22,0,0,14,945
6/3/22,0,0,14,475
6/4/22,0,0,14,0
6/5/22,0,0,14,0
6/6/22,0,0,14,5835
6/7/22,0,0,14,9550
6/8/22,0,0,14,7280
6/9/22,0,0,14,3100
6/10/22,0,0,14,770
6/11/22,0,0,14,0
6/12/22,0,0,14,0
6/13/22,0,0,14,5500
6/14/22,0,0,14,6875
6/15/22,0,0,14,945
6/16/22,0,0,14,3210
6/17/22,0,1,14,0
6/18/22,0,0,14,0
6/19/22,0,0,14,0
6/20/22,0,0,14,4565
6/21/22,0,0,14,5250
6/22/22,0,0,14,5510
6/23/22,0,0,14,2315
6/24/22,0,0,14,2290
6/25/22,0,0,14,0
6/26/22,0,0,14,0
6/27/22,0,0,14,7220
6/28/22,0,0,14,5345
6/29/22,0,0,14,5390
6/30/22,0,0,14,3195
7/1/22,0,0,14,2595
7/2/22,0,0,14,0
7/3/22,0,0,14,0
7/4/22,0,1,14,0
7/5/22,0,0,14,2435
7/6/22,0,0,14,3480
7/7/22,0,0,14,3520
7/8/22,0,0,14,3455
7/9/22,0,0,14,0
7/10/22,0,0,14,0
7/11/22,0,0,14,3265
7/12/22,0,0,14,5755
7/13/22,0,0,14,3715
7/14/22,0,0,14,5465
7/15/22,0,0,14,1850
7/16/22,0,0,14,0
7/17/22,0,0,14,0
7/18/22,0,0,14,5780
7/19/22,0,0,14,7280
7/20/22,0,0,14,3450
7/21/22,0,0,14,4755
7/22/22,0,0,14,3385
7/23/22,0,0,14,0
7/24/22,0,0,14,0
7/25/22,0,0,14,4355
7/26/22,0,0,14,7195
7/27/22,0,0,14,6200
7/28/22,0,0,14,3735
7/29/22,0,0,14,2505
7/30/22,0,0,14,0
7/31/22,0,0,14,0
8/1/22,0,0,14,5450
8/2/22,0,0,14,7230
8/3/22,0,0,14,5615
8/4/22,0,0,14,4690
8/5/22,0,0,14,3765
8/6/22,0,0,14,0
8/7/22,0,0,14,0
8/8/22,0,0,14,4935
8/9/22,0,0,14,3070
8/10/22,0,0,14,4620
8/11/22,1,0,14,3080
8/12/22,1,0,14,1365
8/13/22,0,0,1,0
8/14/22,0,0,1,0
8/15/22,0,0,1,5165
8/16/22,0,0,1,2085
8/17/22,0,0,1,4535
8/18/22,0,0,1,2665
8/19/22,0,0,1,0
8/20/22,0,0,1,0
8/21/22,0,0,1,0
8/22/22,0,0,15,810
8/23/22,0,0,15,685
8/24/22,0,0,15,2400
8/25/22,0,0,15,4180
8/26/22,0,0,15,5285
8/27/22,0,0,15,0
8/28/22,0,0,15,0
8/29/22,0,0,15,6805
8/30/22,0,0,15,8860
8/31/22,0,0,15,9425
9/1/22,0,0,15,7510
9/2/22,0,0,15,5535
9/3/22,0,0,15,0
9/4/22,0,0,15,0
9/5/22,0,1,15,0
9/6/22,0,0,15,13445
9/7/22,0,0,15,10650
9/8/22,0,0,15,11610
9/9/22,0,0,15,11710
9/10/22,0,0,15,0
9/11/22,0,0,15,0
9/12/22,0,0,15,14065
9/13/22,0,0,15,10375
9/14/22,0,0,15,7630
9/15/22,0,0,15,13350
9/16/22,0,0,15,9050
9/17/22,0,0,15,0
9/18/22,0,0,15,0
9/19/22,0,0,15,12125
9/20/22,0,0,15,13585
9/21/22,0,0,15,12460
9/22/22,0,0,15,12540
9/23/22,0,0,15,11445
9/24/22,0,0,15,0
9/25/22,0,0,15,0
9/26/22,0,0,15,13805
9/27/22,0,0,15,12565
9/28/22,0,0,15,8230
9/29/22,0,0,15,8455
9/30/22,0,0,15,55
10/1/22,0,0,15,0
10/2/22,0,0,15,0
10/3/22,0,0,15,11730
10/4/22,0,0,15,10275
10/5/22,0,0,15,7880
10/6/22,0,0,15,5915
10/7/22,0,0,15,6390
10/8/22,0,0,15,0
10/9/22,0,0,15,0
10/10/22,0,0,15,10435
10/11/22,0,0,15,12030
10/12/22,0,0,15,7975
10/13/22,0,0,15,5655
10/14/22,0,0,15,6710
10/15/22,0,0,15,0
10/16/22,0,0,15,0
10/17/22,0,0,15,8415
10/18/22,0,0,15,9895
10/19/22,0,0,15,6670
10/20/22,0,0,15,10425
10/21/22,0,0,15,7065
10/22/22,0,0,15,0
10/23/22,0,0,15,0
10/24/22,0,0,15,5525
10/25/22,0,0,15,11780
10/26/22,0,0,15,7415
10/27/22,0,0,15,9105
10/28/22,0,0,15,5120
10/29/22,0,0,15,0
10/30/22,0,0,15,0
10/31/22,0,0,15,5680
11/1/22,0,0,15,5470
11/2/22,0,0,15,8185
11/3/22,0,0,15,7775
11/4/22,0,0,15,3635
11/5/22,0,0,15,0
11/6/22,0,0,15,0
11/7/22,0,0,15,6530
11/8/22,0,0,15,6870
11/9/22,0,0,15,4545
11/10/22,0,0,15,9390
11/11/22,0,0,15,4300
11/12/22,0,0,15,0
11/13/22,0,0,15,0
11/14/22,0,0,15,5460
11/15/22,0,0,15,7385
11/16/22,0,0,15,7880
11/17/22,0,0,15,8205
11/18/22,0,0,15,6490
11/19/22,0,0,15,0
11/20/22,0,0,15,0
11/21/22,0,0,15,6140
11/22/22,0,0,15,6355
11/23/22,0,1,15,745
11/24/22,0,1,15,0
11/25/22,0,1,15,0
11/26/22,0,0,15,0
11/27/22,0,0,15,0
11/28/22,0,0,15,6065
11/29/22,0,0,15,10080
11/30/22,0,0,15,7565
12/1/22,0,0,15,9385
12/2/22,0,0,15,8700
12/3/22,0,0,15,0
12/4/22,0,0,15,0
12/5/22,0,0,15,4940
12/6/22,0,0,15,10190
12/7/22,0,1,15,8860
12/8/22,1,0,15,3315
12/9/22,1,0,15,6730
12/10/22,1,0,15,1010
12/11/22,1,0,15,0
12/12/22,1,0,15,7245
12/13/22,1,0,15,5675
12/14/22,1,0,15,1765
12/15/22,0,0,1,130
12/16/22,0,0,1,3685
12/17/22,0,0,1,0
12/18/22,0,0,1,0
12/19/22,0,0,1,2480
12/20/22,0,0,1,2730
12/21/22,0,0,1,575
12/22/22,0,0,1,0
12/23/22,0,0,1,0
12/24/22,0,0,1,0
12/25/22,0,0,1,0
12/26/22,0,0,1,0
12/27/22,0,0,1,0
12/28/22,0,0,1,0
12/29/22,0,0,1,0
12/30/22,0,0,1,0
12/31/22,0,0,1,0
1/1/23,0,0,1,0
1/2/23,0,0,1,115
1/3/23,0,0,1,220
1/4/23,0,0,1,165
1/5/23,0,0,1,120
1/6/23,0,0,1,200
1/7/23,0,0,1,0
1/8/23,0,0,1,0
1/9/23,0,0,1,0
1/10/23,0,0,1,0
1/11/23,0,0,1,75
1/12/23,0,0,1,0
1/13/23,0,0,1,0
1/14/23,0,0,1,0
1/15/23,0,0,1,0
1/16/23,0,1,1,0
1/17/23,0,0,16,715
1/18/23,0,0,16,1475
1/19/23,0,0,16,2475
1/20/23,0,0,16,3555
1/21/23,0,0,16,0
1/22/23,0,0,16,0
1/23/23,0,0,16,5320
1/24/23,0,0,16,3825
1/25/23,0,0,16,4195
1/26/23,0,0,16,5870
1/27/23,0,0,16,4420
1/28/23,0,0,16,0
1/29/23,0,0,16,0
1/30/23,0,0,16,2290
1/31/23,0,0,16,0
2/1/23,0,0,16,0
2/2/23,0,0,16,0
2/3/23,0,0,16,0
2/4/23,0,0,16,0
2/5/23,0,0,16,0
2/6/23,0,0,16,7110
2/7/23,0,0,16,9115
2/8/23,0,0,16,9710
2/9/23,0,0,16,12880
2/10/23,0,0,16,8095
2/11/23,0,0,16,0
2/12/23,0,0,16,0
2/13/23,0,0,16,9625
2/14/23,0,0,16,11245
2/15/23,0,0,16,12510
2/16/23,0,0,16,9880
2/17/23,0,0,16,9750
2/18/23,0,0,16,0
2/19/23,0,0,16,0
2/20/23,0,0,16,11625
2/21/23,0,0,16,12225
2/22/23,0,0,16,9930
2/23/23,0,0,16,5580
2/24/23,0,0,16,7795
2/25/23,0,0,16,220
2/26/23,0,0,16,0
2/27/23,0,0,16,9050
2/28/23,0,0,16,7920
3/1/23,0,0,16,9330
3/2/23,0,0,16,4860
3/3/23,0,0,16,6015
3/4/23,0,0,16,0
3/5/23,0,0,16,0
3/6/23,0,0,16,8275
3/7/23,0,0,16,13975
3/8/23,0,0,16,10985
3/9/23,0,0,16,9670
3/10/23,0,0,16,5280
3/11/23,0,0,16,0
3/12/23,0,0,16,0
3/13/23,0,0,16,1015
3/14/23,0,0,16,110
3/15/23,0,0,16,0
3/16/23,0,0,16,0
3/17/23,0,0,16,0
3/18/23,0,0,16,0
3/19/23,0,0,16,0
3/20/23,0,0,16,8180
3/21/23,0,0,16,4320
3/22/23,0,0,16,7750
3/23/23,0,0,16,7130
3/24/23,0,0,16,75
3/25/23,0,0,16,0
3/26/23,0,0,16,0
3/27/23,0,0,16,7340
3/28/23,0,0,16,7680
3/29/23,0,0,16,8080
3/30/23,0,0,16,7825
3/31/23,0,0,16,4690
4/1/23,0,0,16,0
4/2/23,0,0,16,0
4/3/23,0,0,16,6760
4/4/23,0,0,16,7155
4/5/23,0,0,16,6890
4/6/23,0,0,16,4275
4/7/23,0,0,16,5650
4/8/23,0,0,16,0
4/9/23,0,0,16,0
4/10/23,0,0,16,8880
4/11/23,0,0,16,7125
4/12/23,0,0,16,7855
4/13/23,0,0,16,6850
4/14/23,0,0,16,4295
4/15/23,0,0,16,0
4/16/23,0,0,16,0
4/17/23,0,0,16,6745
4/18/23,0,0,16,8300
4/19/23,0,0,16,7380
4/20/23,0,0,16,7935
4/21/23,0,0,16,6510
4/22/23,0,0,16,0
4/23/23,0,0,16,0
4/24/23,0,0,16,1565
4/25/23,0,0,16,635
4/26/23,0,0,16,0
4/27/23,0,0,16,0
4/28/23,0,0,16,0
4/29/23,0,0,16,0
4/30/23,0,0,16,0
5/1/23,0,0,16,8435
5/2/23,0,0,16,6625
5/3/23,0,1,16,8170
5/4/23,1,0,16,5780
5/5/23,1,0,16,205
5/6/23,1,0,16,0
5/7/23,1,0,16,0
5/8/23,1,0,16,7740
5/9/23,1,0,16,3835
5/10/23,1,0,16,1975
5/11/23,0,0,1,440
5/12/23,0,0,1,2335
5/13/23,0,0,1,0
5/14/23,0,0,17,0
5/15/23,0,0,17,560
5/16/23,0,0,17,0
5/17/23,0,0,17,185
5/18/23,0,0,17,1375
5/19/23,0,0,17,1270
5/20/23,0,0,17,0
5/21/23,0,0,17,0
5/22/23,0,0,17,1380
5/23/23,0,0,17,3985
5/24/23,0,0,17,1140
5/25/23,0,0,17,480
5/26/23,0,0,17,910
5/27/23,0,0,17,0
5/28/23,0,0,17,0
5/29/23,0,1,17,0
5/30/23,0,0,17,2275
5/31/23,0,0,17,4205
6/1/23,0,0,17,3225
6/2/23,0,0,17,2960
6/3/23,0,0,17,0
6/4/23,0,0,17,0
6/5/23,0,0,17,7435
6/6/23,0,0,17,6355
6/7/23,0,0,17,3395
6/8/23,0,0,17,6445
6/9/23,0,0,17,1810
6/10/23,0,0,17,0
6/11/23,0,0,17,0
6/12/23,0,0,17,4190
6/13/23,0,0,17,4330
6/14/23,0,0,17,1365
6/15/23,0,0,17,5645
6/16/23,0,0,17,1525
6/17/23,0,0,17,0
6/18/23,0,0,17,0
6/19/23,0,1,17,0
6/20/23,0,0,17,2505
6/21/23,0,0,17,5410
6/22/23,0,0,17,5380
6/23/23,0,0,17,3725
6/24/23,0,0,17,0
6/25/23,0,0,17,0
6/26/23,0,0,17,2625
6/27/23,0,0,17,3615
6/28/23,0,0,17,2145
6/29/23,0,0,17,2835
6/30/23,0,0,17,2065
7/1/23,0,0,17,0
7/2/23,0,0,17,40
7/3/23,0,0,17,0
7/4/23,0,1,17,0
7/5/23,0,0,17,2820
7/6/23,0,0,17,3570
7/7/23,0,0,17,1795
7/8/23,0,0,17,0
7/9/23,0,0,17,0
7/10/23,0,0,17,3925
7/11/23,0,0,17,4520
7/12/23,0,0,17,240
7/13/23,0,0,17,1840
7/14/23,0,0,17,1180
7/15/23,0,0,17,0
7/16/23,0,0,17,0
7/17/23,0,0,17,3200
7/18/23,0,0,17,2560
7/19/23,0,0,17,4930
7/20/23,0,0,17,4555
7/21/23,0,0,17,2930
7/22/23,0,0,17,0
7/23/23,0,0,17,0
7/24/23,0,0,17,4255
7/25/23,0,0,17,3095
7/26/23,0,0,17,3960
7/27/23,0,0,17,4980
7/28/23,0,0,17,2270
7/29/23,0,0,17,0
7/30/23,0,0,17,0
7/31/23,0,0,17,2510
8/1/23,0,0,17,1385
8/2/23,0,0,17,2595
8/3/23,0,0,17,3020
8/4/23,0,0,17,665
8/5/23,0,0,17,0
8/6/23,0,0,17,0
8/7/23,0,0,17,2435
8/8/23,0,0,17,640
8/9/23,0,0,17,1525
8/10/23,1,0,17,1930
8/11/23,1,0,17,560
8/12/23,0,0,1,0
8/13/23,0,0,1,0
8/14/23,0,0,1,940
8/15/23,0,0,1,2835
8/16/23,0,0,1,2150
8/17/23,0,0,1,0
8/18/23,0,0,1,0
8/19/23,0,0,1,0
8/20/23,0,0,1,0
8/21/23,0,0,18,4425
8/22/23,0,0,18,6580
8/23/23,0,0,18,4525
8/24/23,0,0,18,2995
8/25/23,0,0,18,5085
8/26/23,0,0,18,0
8/27/23,0,0,18,0
8/28/23,0,0,18,6095
8/29/23,0,0,18,11380
8/30/23,0,0,18,7225
8/31/23,0,0,18,11780
9/1/23,0,0,18,6430
9/2/23,0,0,18,0
9/3/23,0,0,18,0
9/4/23,0,1,18,0
9/5/23,0,0,18,7885
9/6/23,0,0,18,15690
9/7/23,0,0,18,9905
9/8/23,0,0,18,5160
9/9/23,0,0,18,0
9/10/23,0,0,18,0
9/11/23,0,0,18,11120
9/12/23,0,0,18,9290
9/13/23,0,0,18,6595
9/14/23,0,0,18,8240
9/15/23,0,0,18,2985
9/16/23,0,0,18,0
9/17/23,0,0,18,0
9/18/23,0,0,18,7730
9/19/23,0,0,18,8310
9/20/23,0,0,18,7500
9/21/23,0,0,18,8150
9/22/23,0,0,18,5205
9/23/23,0,0,18,0
9/24/23,0,0,18,0
9/25/23,0,0,18,7600
9/26/23,0,0,18,4375
9/27/23,0,0,18,6620
9/28/23,0,0,18,9110
9/29/23,0,0,18,2825
9/30/23,0,0,18,0
10/1/23,0,0,18,0
10/2/23,0,0,18,7260
10/3/23,0,0,18,7305
10/4/23,0,0,18,5585
10/5/23,0,0,18,1075
10/6/23,0,0,18,0
10/7/23,0,0,18,0
10/8/23,0,0,18,0
10/9/23,0,0,18,4155
10/10/23,0,0,18,5465
10/11/23,0,0,18,8920
10/12/23,0,0,18,7545
10/13/23,0,0,18,4895
10/14/23,0,0,18,0
10/15/23,0,0,18,0
10/16/23,0,0,18,3190
10/17/23,0,0,18,6650
10/18/23,0,0,18,3830
10/19/23,0,0,18,8535
10/20/23,0,0,18,5455
10/21/23,0,0,18,0
10/22/23,0,0,18,0
10/23/23,0,0,18,4775
10/24/23,0,0,18,8025
10/25/23,0,0,18,7390
10/26/23,0,0,18,5745
10/27/23,0,0,18,4100
10/28/23,0,0,18,0
10/29/23,0,0,18,0
10/30/23,0,0,18,4100
10/31/23,0,0,18,7140
11/1/23,0,0,18,7565
11/2/23,0,0,18,7465
11/3/23,0,0,18,5535
11/4/23,0,0,18,0
11/5/23,0,0,18,0
11/6/23,0,0,18,5115
11/7/23,0,0,18,6865
11/8/23,0,0,18,5125
11/9/23,0,0,18,6620
11/10/23,0,0,18,2950
11/11/23,0,0,18,150
11/12/23,0,0,18,0
11/13/23,0,0,18,5445
11/14/23,0,0,18,7410
11/15/23,0,0,18,8625
11/16/23,0,0,18,6255
11/17/23,0,0,18,4755
11/18/23,0,0,18,0
11/19/23,0,0,18,0
11/20/23,0,0,18,4465
11/21/23,0,0,18,4305
11/22/23,0,1,18,1100
11/23/23,0,1,18,0
11/24/23,0,1,18,0
11/25/23,0,0,18,0
11/26/23,0,0,18,0
11/27/23,0,0,18,5400
11/28/23,0,0,18,4285
11/29/23,0,0,18,3410
11/30/23,0,0,18,6415
12/1/23,0,0,18,5895
12/2/23,0,0,18,0
12/3/23,0,0,18,0
12/4/23,0,0,18,4295
12/5/23,0,0,18,3730
12/6/23,0,1,18,3920
12/7/23,1,0,18,7520
12/8/23,1,0,18,3040
12/9/23,1,0,18,100
12/10/23,1,0,18,0
12/11/23,1,0,18,4340
12/12/23,1,0,18,5200
12/13/23,1,0,18,1410
12/14/23,0,0,0,0
12/15/23,0,0,1,240
12/16/23,0,0,1,0
12/17/23,0,0,1,0
12/18/23,0,0,1,0
12/19/23,0,0,1,0
12/20/23,0,0,1,0
12/21/23,0,0,1,0
12/22/23,0,0,1,0
12/23/23,0,0,1,0
12/24/23,0,0,1,0
12/25/23,0,0,1,0
12/26/23,0,0,1,0
12/27/23,0,0,1,0
12/28/23,0,0,1,0
12/29/23,0,0,1,0
12/30/23,0,0,1,0
12/31/23,0,0,1,0
1/1/24,0,0,1,0
1/2/24,0,0,1,1230
1/3/24,0,0,1,1715
1/4/24,0,0,1,1630
1/5/24,0,0,1,2015
1/6/24,0,0,1,0
1/7/24,0,0,1,0
1/8/24,0,0,1,1590
1/9/24,0,0,1,2525
1/10/24,0,0,1,2580
1/11/24,0,0,1,2125
1/12/24,0,0,1,355
1/13/24,0,0,1,0
1/14/24,0,0,1,0
1/15/24,0,1,1,0
1/16/24,0,0,19,1475
1/17/24,0,0,19,1825
1/18/24,0,0,19,3455
1/19/24,0,0,19,850
1/20/24,0,0,19,0
1/21/24,0,0,19,0
1/22/24,0,0,19,3120
1/23/24,0,0,19,3145
1/24/24,0,0,19,3195
1/25/24,0,0,19,3195
1/26/24,0,0,19,2340
1/27/24,0,0,19,0
1/28/24,0,0,19,0
1/29/24,0,0,19,8955
1/30/24,0,0,19,6475
1/31/24,0,0,19,11945
2/1/24,0,0,19,9310
2/2/24,0,0,19,4675
2/3/24,0,0,19,0
2/4/24,0,0,19,0
2/5/24,0,0,19,14150
2/6/24,0,0,19,9710
2/7/24,0,0,19,7750
2/8/24,0,0,19,12090
2/9/24,0,0,19,3900
2/10/24,0,0,19,0
2/11/24,0,0,19,0
2/12/24,0,0,19,7680
2/13/24,0,0,19,8120
2/14/24,0,0,19,7230
2/15/24,0,0,19,4550
2/16/24,0,0,19,5495
2/17/24,0,0,19,0
2/18/24,0,0,19,0
2/19/24,0,0,19,7445
2/20/24,0,0,19,8945
2/21/24,0,0,19,7860
2/22/24,0,0,19,9330
2/23/24,0,0,19,5395
2/24/24,0,0,19,0
2/25/24,0,0,19,0
2/26/24,0,0,19,11245
2/27/24,0,0,19,6050
2/28/24,0,0,19,6870
2/29/24,0,0,19,8290
3/1/24,0,0,19,4855
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,